"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"CSCI-698","Practicum in Teaching Computer Science","MC","1.0 units, max 2","Lecture","30209D","048","1:00-1:50pm","Monday","90","80","0","Andrew Goodney","SLH200"
"CSCI-699","Special Topics","C","2.0-4.0 units, max 8"
"","User Experience - Methods of Research and Analysis","","4.0","Lecture","29962D","048","3:00-6:20pm","Monday","20","15","0","Souti Chattopadhyay","THH106"
"","Safe Learning-Enabled Autonomous Systems","","4.0","Lecture","30049D","048","5:00-6:50pm","Mon, Wed","25","11","0","Lars Lindemann","GFS221"
"","Machine Learning in Databases","","4.0","Lecture","30092D","048","5:00-6:50pm","Mon, Wed","25","8","0","Cyrus Shahabi","GFS220"
"","Theory and Algorithms for Formal Verification","","4.0","Lecture","30106R","048","3:00-6:20pm","Monday","25","8","0","Jyotirmoy Deshmukh","DMC151"
"","History of Language and Computing","","4.0","Lecture","30126D","048","5:00-6:50pm","Mon, Wed","25","19","0","Jesse Thomason","KAP113"
"","Information Theoretical Lower Bounds","","4.0","Lecture","30134D","048","3:30-6:50pm","Thursday","25","14","0","Jiapeng Zhang","SOSB48"
"","Machine Learning in Healthcare and Biomedicine","","4.0","Lecture","30164D","048","5:00-6:50pm","Tue, Thu","25","23","0","Ruishan Liu","GFS221"
"CSCI-790","Research","","1.0-12.0 units","Lecture","30208D","048","TBA","","250","171","0","Emilio Ferrara","OFFICE"
"CSCI-794a","Doctoral Dissertation","C","2.0 units","Lecture","30214D","048","TBA","","50","19","0","","OFFICE"
"CSCI-794b","Doctoral Dissertation","PC","2.0 units","Lecture","30215D","048","TBA","","50","19","0","","OFFICE"
"CSCI-794c","Doctoral Dissertation","PC","2.0 units","Lecture","30216D","048","TBA","","50","14","0","","OFFICE"
"CSCI-794d","Doctoral Dissertation","PC","2.0 units","Lecture","30217D","048","TBA","","50","16","0","","OFFICE"
"CSCI-794z","Doctoral Dissertation","PC","0.0 units","Lecture","30218D","048","TBA","","60","52","0","","OFFICE"
